;------------------------------------------------------------
;怪怪原创版本 QQ:493317334 内挂物品过滤配置文件
;------------------------------------------------------------
;物品类型	物品名称	极品显示	自动捡取	显示名称
5	雷泽戒指(精纯)	0	1	1
5	雷泽项链(霸气)	0	1	1
5	雷泽手镯(霸气)	0	1	1
5	雷泽戒指(霸气)	0	1	1
5	雷泽项链(神力)	0	1	1
5	雷泽手镯(神力)	0	1	1
5	雷泽戒指(神力)	0	1	1
5	雷泽项链(神威)	0	1	1
5	雷泽手镯(神威)	0	1	1
5	雷泽戒指(神威)	0	1	1
5	启源项链(封印)	0	1	1
5	启源手镯(封印)	0	1	1
5	启源戒指(封印)	0	1	1
5	启源项链(暗淡)	0	1	1
5	启源手镯(暗淡)	0	1	1
5	启源戒指(暗淡)	0	1	1
5	启源项链(精良)	0	1	1
5	启源手镯(精良)	0	1	1
5	启源戒指(精良)	0	1	1
5	启源项链(凌厉)	0	1	1
5	启源手镯(凌厉)	0	1	1
5	启源戒指(凌厉)	0	1	1
5	启源项链(闪耀)	0	1	1
5	启源手镯(闪耀)	0	1	1
5	启源戒指(闪耀)	0	1	1
5	启源项链(天赐)	0	1	1
5	启源手镯(天赐)	0	1	1
5	启源戒指(天赐)	0	1	1
5	奔雷项链	0	1	1
5	奔雷护腕	0	1	1
5	奔雷战戒	0	1	1
5	怒焰项链	0	1	1
5	怒焰护腕	0	1	1
5	怒焰魔戒	0	1	1
5	极光项链	0	1	1
5	极光护腕	0	1	1
5	极光道戒	0	1	1
3	镇龙盔	0	1	1
3	镇魔盔	0	1	1
3	镇魂盔	0	1	1
3	黑铁头盔(封印)	0	1	1
3	黑铁头盔(极品)	0	1	1
3	黄金头盔	0	1	1
3	狂雷战盔	0	1	1
5	狂雷项链	0	1	1
5	狂雷战戒	0	1	1
5	狂雷护腕	0	1	1
7	狂雷腰带	0	1	1
7	狂雷战靴	0	1	1
3	逆火魔盔	0	1	1
5	逆火项链	0	1	1
5	逆火魔戒	0	1	1
5	逆火护腕	0	1	1
7	逆火腰带	0	1	1
7	逆火魔靴	0	1	1
3	通云道盔	0	1	1
5	通云项链	0	1	1
5	通云道戒	0	1	1
5	通云护腕	0	1	1
7	通云腰带	0	1	1
7	通云道靴	0	1	1
3	虎啸战甲(男)	0	1	1
3	虎啸战甲(女)	0	1	1
3	聚魔法衣(男)	0	1	1
3	聚魔法衣(女)	0	1	1
3	暗咒道袍(男)	0	1	1
3	暗咒道袍(女)	0	1	1
3	王者战甲(男)	0	1	1
3	王者战甲(女)	0	1	1
3	王者魔衣(男)	0	1	1
3	王者魔衣(女)	0	1	1
3	王者道袍(男)	0	1	1
3	王者道袍(女)	0	1	1
4	王者之刃	0	1	1
4	王者之杖	0	1	1
4	王者之剑	0	1	1
3	王者战盔	0	1	1
3	王者法冠	0	1	1
3	王者道盔	0	1	1
5	王者项链(战)	0	1	1
5	王者项链(法)	0	1	1
5	王者项链(道)	0	1	1
5	王者战戒	0	1	1
5	王者魔戒	0	1	1
5	王者道戒	0	1	1
5	王者护腕(战)	0	1	1
5	王者护腕(法)	0	1	1
5	王者护腕(道)	0	1	1
7	王者腰带(战)	0	1	1
7	王者腰带(法)	0	1	1
7	王者腰带(道)	0	1	1
7	王者战靴	0	1	1
7	王者法靴	0	1	1
7	王者道靴	0	1	1
7	王者勋章(战)	0	1	1
7	王者勋章(法)	0	1	1
7	王者勋章(道)	0	1	1
7	勇者勋章(战)	0	1	1
7	勇者勋章(法)	0	1	1
7	勇者勋章(道)	0	1	1
4	炎龙刃	0	1	1
4	雷龙杖	0	1	1
4	青龙刺	0	1	1
4	龙炎之刃	0	1	1
3	炎龙战盔	0	1	1
3	雷龙魔盔	0	1	1
3	青龙道盔	0	1	1
5	炎龙项链	0	1	1
5	雷龙项链	0	1	1
5	青龙项链	0	1	1
5	炎龙护腕	0	1	1
5	雷龙护腕	0	1	1
5	青龙护腕	0	1	1
5	炎龙战戒	0	1	1
5	雷龙魔戒	0	1	1
5	青龙道戒	0	1	1
7	炎龙腰带	0	1	1
7	雷龙腰带	0	1	1
7	青龙腰带	0	1	1
7	炎龙战靴	0	1	1
7	雷龙魔靴	0	1	1
7	青龙道靴	0	1	1
5	祝福项链(战)	0	1	1
5	祝福项链(法)	0	1	1
5	祝福项链(道)	0	1	1
3	金牛战盔	0	1	1
5	金牛护腕(战)	0	1	1
5	金牛战戒	0	1	1
5	金牛项链(战)	0	1	1
7	金牛腰带(战)	0	1	1
7	金牛战靴	0	1	1
3	金牛魔盔	0	1	1
5	金牛护腕(法)	0	1	1
5	金牛魔戒	0	1	1
5	金牛项链(法)	0	1	1
7	金牛腰带(法)	0	1	1
7	金牛魔靴	0	1	1
3	金牛道盔	0	1	1
5	金牛护腕(道)	0	1	1
5	金牛道戒	0	1	1
5	金牛项链(道)	0	1	1
7	金牛腰带(道)	0	1	1
7	金牛道靴	0	1	1
7	金牛勋章	0	1	1
3	金牛战甲(男)	0	1	1
3	金牛战甲(女)	0	1	1
3	金牛魔衣(男)	0	1	1
3	金牛魔衣(女)	0	1	1
3	金牛道袍(男)	0	1	1
3	金牛道袍(女)	0	1	1
4	金牛战斧	0	1	1
4	金牛魔杖	0	1	1
4	金牛道剑	0	1	1
4	天龙圣剑	0	1	1
4	天龙魔剑	0	1	1
4	天龙道剑	0	1	1
3	天龙圣衣(男)	0	1	1
3	天龙圣衣(女)	0	1	1
3	天龙魔衣(男)	0	1	1
3	天龙魔衣(女)	0	1	1
3	天龙道袍(男)	0	1	1
3	天龙道袍(女)	0	1	1
5	天龙战戒	0	1	1
5	天龙魔戒	0	1	1
5	天龙道戒	0	1	1
3	天龙战盔	0	1	1
3	天龙法冠	0	1	1
3	天龙道盔	0	1	1
5	天龙护腕(战)	0	1	1
5	天龙护腕(法)	0	1	1
5	天龙护腕(道)	0	1	1
7	天龙腰带(战)	0	1	1
7	天龙腰带(法)	0	1	1
7	天龙腰带(道)	0	1	1
7	天龙战靴	0	1	1
7	天龙魔靴	0	1	1
7	天龙道靴	0	1	1
5	天龙项链(战)	0	1	1
5	天龙项链(法)	0	1	1
5	天龙项链(道)	0	1	1
4	倚天	0	1	1
3	倚天战甲(男)	0	1	1
3	倚天战甲(女)	0	1	1
3	倚天魔衣(男)	0	1	1
3	倚天魔衣(女)	0	1	1
3	倚天道袍(男)	0	1	1
3	倚天道袍(女)	0	1	1
5	传奇之戒	0	1	1
5	传奇护腕	0	1	1
5	传奇项链	0	1	1
7	传奇之靴	0	1	1
7	传奇腰带	0	1	1
3	传奇之冠	0	1	1
7	传奇勋章	0	1	1
3	传奇神甲(男)	0	1	1
3	传奇神甲(女)	0	1	1
4	传奇神剑	0	1	1
4	传奇魔杖	0	1	1
4	传奇宝扇	0	1	1
2	火龙之心	0	1	1
1	护体神盾	0	1	1
1	护体神盾(主)	0	1	1
2	比奇传送石	0	1	1
2	盟重传送石	0	1	1
1	天工之锤	0	1	1
1	真视卷轴	0	1	1
1	真视秘籍	0	1	1
3	天之黑铁头盔	0	1	1
1	书页	0	1	1
1	绿宝石	0	1	1
1	无痕绿宝石	0	1	1
1	完美绿宝石	0	1	1
1	锦囊	0	1	1
2	聚气丹	0	1	1
2	归元丹	0	1	1
2	精元丹	0	1	1
2	灵虚丹(小)	0	1	1
2	灵虚丹(中)	0	1	1
2	灵虚丹(大)	0	1	1
1	还虚丹	0	1	1
1	玛法内功心法	0	1	1
7	竞技腰带(战)	0	1	1
7	竞技腰带(法)	0	1	1
7	竞技腰带(道)	0	1	1
7	竞技靴(战)	0	1	1
7	竞技靴(法)	0	1	1
7	竞技靴(道)	0	1	1
3	竞技头盔(战)	0	1	1
3	竞技头盔(法)	0	1	1
3	竞技头盔(道)	0	1	1
7	后羿金勋	0	1	1
7	后羿银勋	0	1	1
7	后羿铜勋	0	1	1
7	夸父勋章(金)	0	1	1
7	夸父勋章(银)	0	1	1
7	夸父勋章(铜)	0	1	1
1	幻境凭证	0	1	1
4	落魄神兵	0	1	1
1	灵符礼包	0	1	1
1	珍珑宝箱	0	1	1
1	珍珑钥匙	0	1	1
1	魔龙骨	0	1	1
1	魔龙牙	0	1	1
1	魔龙颚骨	0	1	1
1	雷霆绒丝	0	1	1
1	烈焰绒丝	0	1	1
1	光芒绒丝	0	1	1
1	牛	0	1	1
1	气	0	1	1
1	冲	0	1	1
1	天	0	1	1
4	热血之刃	0	1	1
4	英雄之刃	0	1	1
4	传奇战刃	0	1	1
4	传奇魔刃	0	1	1
4	传奇道刃	0	1	1
1	魔道麻痹图纸01	0	1	1
1	魔道麻痹图纸02	0	1	1
1	魔道麻痹图纸03	0	1	1
1	魔道麻痹图纸04	0	1	1
1	魔道麻痹图纸05	0	1	1
1	魔道麻痹图纸06	0	1	1
1	魔道麻痹图纸07	0	1	1
1	魔道麻痹图纸08	0	1	1
1	魔道麻痹图纸09	0	1	1
1	麻痹戒指图纸01	0	1	1
1	麻痹戒指图纸02	0	1	1
1	麻痹戒指图纸03	0	1	1
1	麻痹戒指图纸04	0	1	1
1	麻痹戒指图纸05	0	1	1
1	麻痹戒指图纸06	0	1	1
1	麻痹戒指图纸07	0	1	1
1	麻痹戒指图纸08	0	1	1
1	麻痹戒指图纸09	0	1	1
1	护身戒指图纸01	0	1	1
1	护身戒指图纸02	0	1	1
1	护身戒指图纸03	0	1	1
1	护身戒指图纸04	0	1	1
1	护身戒指图纸05	0	1	1
1	护身戒指图纸06	0	1	1
1	护身戒指图纸07	0	1	1
1	护身戒指图纸08	0	1	1
1	护身戒指图纸09	0	1	1
1	复活戒指图纸01	0	1	1
1	复活戒指图纸02	0	1	1
1	复活戒指图纸03	0	1	1
1	复活戒指图纸04	0	1	1
1	复活戒指图纸05	0	1	1
1	复活戒指图纸06	0	1	1
1	复活戒指图纸07	0	1	1
1	复活戒指图纸08	0	1	1
1	复活戒指图纸09	0	1	1
1	天赐神石	0	1	1
1	神机宝箱	0	1	1
1	神机钥匙	0	1	1
5	强化麻痹戒指	0	1	1
5	强化复活戒指	0	1	1
5	强化护身戒指	0	1	1
5	强化魔道戒指	0	1	1
5	虎威项链(战)	0	1	1
5	虎威项链(法)	0	1	1
5	虎威项链(道)	0	1	1
3	虎威战盔	0	1	1
3	虎威魔盔	0	1	1
3	虎威道盔	0	1	1
5	虎威护腕(战)	0	1	1
5	虎威护腕(法)	0	1	1
5	虎威护腕(道)	0	1	1
5	虎威战戒	0	1	1
5	虎威魔戒	0	1	1
5	虎威道戒	0	1	1
7	虎威腰带(战)	0	1	1
7	虎威腰带(法)	0	1	1
7	虎威腰带(道)	0	1	1
7	虎威战靴	0	1	1
7	虎威魔靴	0	1	1
7	虎威道靴	0	1	1
3	必杀战盔	0	1	1
5	必杀项链(战)	0	1	1
5	必杀护腕(战)	0	1	1
5	必杀战戒	0	1	1
7	必杀腰带(战)	0	1	1
7	必杀战靴	0	1	1
3	必杀魔盔	0	1	1
5	必杀项链(法)	0	1	1
5	必杀护腕(法)	0	1	1
5	必杀魔戒	0	1	1
7	必杀腰带(法)	0	1	1
7	必杀魔靴	0	1	1
3	必杀道盔	0	1	1
5	必杀项链(道)	0	1	1
5	必杀护腕(道)	0	1	1
5	必杀道戒	0	1	1
7	必杀腰带(道)	0	1	1
7	必杀道靴	0	1	1
3	辉煌战甲(男)	0	1	1
3	辉煌战甲(女)	0	1	1
3	辉煌魔衣(男)	0	1	1
3	辉煌魔衣(女)	0	1	1
3	辉煌道袍(男)	0	1	1
3	辉煌道袍(女)	0	1	1
4	主宰神剑	0	1	1
3	主宰神甲(男)	0	1	1
3	主宰神甲(女)	0	1	1
5	主宰项链	0	1	1
5	主宰护腕	0	1	1
5	主宰之戒	0	1	1
3	主宰之冠	0	1	1
7	主宰腰带	0	1	1
7	主宰之靴	0	1	1
7	主宰勋章	0	1	1
4	热血战刃	0	1	1
4	热血魔杖	0	1	1
4	热血宝扇	0	1	1
3	热血战甲(男)	0	1	1
3	热血战甲(女)	0	1	1
3	热血魔衣(男)	0	1	1
3	热血魔衣(女)	0	1	1
3	热血道袍(男)	0	1	1
3	热血道袍(女)	0	1	1
3	热血战盔	0	1	1
3	热血法冠	0	1	1
3	热血道盔	0	1	1
5	热血项链(战)	0	1	1
5	热血项链(法)	0	1	1
5	热血项链(道)	0	1	1
5	热血护腕(战)	0	1	1
5	热血护腕(法)	0	1	1
5	热血护腕(道)	0	1	1
5	热血战戒	0	1	1
5	热血魔戒	0	1	1
5	热血道戒	0	1	1
7	热血腰带(战)	0	1	1
7	热血腰带(法)	0	1	1
7	热血腰带(道)	0	1	1
7	热血战靴	0	1	1
7	热血魔靴	0	1	1
7	热血道靴	0	1	1
7	热血战勋	0	1	1
7	热血法勋	0	1	1
7	热血道勋	0	1	1
1	王者秘境凭证	0	1	1
2	强效疗伤药	0	1	1
1	强效疗伤药包	0	1	1
1	古籍残片(小)	0	1	1
1	古籍残片(中)	0	1	1
1	古籍残片(大)	0	1	1
1	藏宝令	0	1	1
1	避雷符	0	1	1
4	黄金裁决	0	1	1
4	紫金嗜魂法杖	0	1	1
4	赤金逍遥扇	0	1	1
1	乾坤令	0	1	1
1	乾坤令包	0	1	1
1	唯我独尊	0	1	1
1	主号独尊第二卷	0	1	1
1	主号独尊第三卷	0	1	1
1	英雄独尊第二卷	0	1	1
1	英雄独尊第三卷	0	1	1
1	四级破魂斩	0	1	1
1	四级劈星斩	0	1	1
1	四级雷霆一击	0	1	1
1	四级噬魂沼泽	0	1	1
1	四级末日审判	0	1	1
1	四级火龙气焰	0	1	1
1	合击提升书	0	1	1
1	暴击术	0	0	0
1	潜行术	0	0	0
1	致残毒药	0	1	1
1	精准术	0	1	1
1	旋风腿	0	1	1
1	鬼灵步	0	1	1
1	炎龙波	0	1	1
1	冷酷	0	1	1
1	火镰狂舞	0	1	1
1	怒之暴击术	0	1	1
1	静之暴击术	0	1	1
1	怒之炎龙波	0	1	1
1	静之炎龙波	0	1	1
1	怒之火镰狂舞	0	1	1
1	静之火镰狂舞	0	1	1
1	血魄一击(刺)	0	1	1
1	灭日龙轰	0	1	1
1	赤炎星爆	0	1	1
1	冲虚闪	0	1	1
1	四级暴击术	0	1	1
1	四级炎龙波	0	1	1
1	四级火镰狂舞	0	1	1
1	四级灭日龙轰	0	1	1
1	四级赤炎星爆	0	1	1
1	四级冲虚闪	0	1	1
4	柴刀	0	0	0
4	双刀	0	0	0
4	冰月戟	0	1	1
4	追魂	0	1	1
4	赤影	0	1	1
4	龙爪手	0	1	1
4	霜影	0	1	1
4	黯灭轮	0	1	1
4	破天	0	1	1
4	魅影之吻	0	1	1
4	金牛翎	0	1	1
4	天龙翎	0	1	1
4	传奇刺刃	0	1	1
4	主宰刺刃	0	1	1
3	刺客短袍(男)	0	1	1
3	刺客短袍(女)	0	1	1
3	风侠短袍(男)	0	1	1
3	风侠短袍(女)	0	1	1
3	耀阳赤衣	0	1	1
3	暗影赤衣	0	1	1
3	风行盾甲(男)	0	1	1
3	风行盾甲(女)	0	1	1
3	潜龙神甲	0	1	1
3	逆火软甲	0	1	1
3	王者幻甲(男)	0	1	1
3	王者幻甲(女)	0	1	1
3	金牛刺甲(男)	0	1	1
3	金牛刺甲(女)	0	1	1
3	天龙刺甲(男)	0	1	1
3	天龙刺甲(女)	0	1	1
3	传奇刺甲(男)	0	1	1
3	传奇刺甲(女)	0	1	1
3	主宰刺甲(男)	0	1	1
3	主宰刺甲(女)	0	1	1
5	芒星戒指	0	1	1
5	芒星手镯	0	1	1
5	芒星项链	0	1	1
5	暴风戒指	0	1	1
5	暴风手镯	0	1	1
5	暴风项链	0	1	1
3	暴风头盔	0	1	1
5	风行戒指	0	1	1
5	风行护腕	0	1	1
5	风行项链	0	1	1
7	风行靴	0	1	1
7	风行腰带	0	1	1
5	强化风行戒指	0	1	1
5	强化风行护腕	0	1	1
5	强化风行项链	0	1	1
7	强化风行靴	0	1	1
7	强化风行腰带	0	1	1
5	避魂戒指	0	1	1
5	避魂护腕	0	1	1
5	闪影戒指	0	1	1
5	闪影手镯	0	1	1
5	闪影项链	0	1	1
5	冥王戒指	0	1	1
5	冥王手镯	0	1	1
5	冥王项链	0	1	1
3	冥王头箍	0	1	1
7	冥王靴	0	1	1
7	冥王腰带	0	1	1
5	魅影戒指	0	1	1
5	魅影手镯	0	1	1
5	魅影项链	0	1	1
3	魅影头箍	0	1	1
7	魅影靴	0	1	1
7	魅影腰带	0	1	1
5	金牛刺戒	0	1	1
5	金牛护腕(刺)	0	1	1
5	金牛项链(刺)	0	1	1
7	金牛刺靴	0	1	1
7	金牛腰带(刺)	0	1	1
3	金牛刺盔	0	1	1
5	天龙刺靴	0	1	1
5	天龙项链(刺)	0	1	1
5	天龙刺戒	0	1	1
7	天龙腰带(刺)	0	1	1
7	天龙护腕(刺)	0	1	1
3	天龙刺盔	0	1	1
5	青铜戒指	0	0	0
5	翡翠戒指	0	0	0
5	紫玉戒指	0	0	0
5	红木护腕	0	0	0
5	祝福项链(刺)	0	1	1
5	琥珀戒指	0	1	1
5	象骨护腕	0	1	1
5	十方项链	0	1	1
7	荣誉勋章16号	0	1	1
7	荣誉勋章26号	0	1	1
7	荣誉勋章36号	0	1	1
7	荣誉勋章46号	0	1	1
7	荣誉勋章56号	0	1	1
7	银星勋章(刺)	0	1	1
7	勇者勋章(刺)	0	1	1
7	王者勋章(刺)	0	1	1
7	传说魔靴(刺)	0	1	1
3	预言头盔(刺)	0	1	1
7	誓言腰带(刺)	0	1	1
7	竞技腰带(刺)	0	1	1
7	竞技靴(刺)	0	1	1
3	竞技头盔(刺)	0	1	1
1	藏宝图01	0	1	1
1	藏宝图02	0	1	1
1	藏宝图03	0	1	1
1	藏宝图04	0	1	1
1	藏宝图05	0	1	1
1	藏宝图06	0	1	1
1	藏宝图07	0	1	1
1	藏宝图08	0	1	1
1	藏宝图09	0	1	1
1	藏宝图10	0	1	1
1	藏宝图11	0	1	1
1	藏宝图12	0	1	1
1	藏宝图13	0	1	1
1	藏宝图14	0	1	1
1	藏宝图15	0	1	1
1	藏宝图16	0	1	1
1	藏宝图17	0	1	1
1	藏宝图18	0	1	1
1	藏宝图19	0	1	1
1	藏宝图20	0	1	1
1	藏宝图331	0	1	1
1	藏宝图332	0	1	1
1	藏宝图333	0	1	1
1	藏宝图334	0	1	1
1	藏宝图335	0	1	1
1	藏宝图336	0	1	1
1	藏宝图337	0	1	1
1	藏宝图338	0	1	1
1	藏宝图341	0	1	1
1	藏宝图342	0	1	1
1	藏宝图343	0	1	1
1	藏宝图344	0	1	1
1	藏宝图345	0	1	1
1	藏宝图346	0	1	1
1	藏宝图347	0	1	1
1	藏宝图348	0	1	1
1	风行绒丝	0	1	1
3	城主刺袍(男)	0	1	1
3	城主刺袍(女)	0	1	1
